nid,Keep?,Title,Contributor,Creation Date,URL,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
6720,keep,Is the Curious Child Universal? Examining the Frequency and Types of Questions Asked by Turkish Preschoolers' from Middle-class and Low-income Families,"""Creator: Unlutabak, Burcu, Thesis advisor: Nicolopoulou, Ageliki""",2018-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/curious-child,,,,,,,,,,,,,,,,,,,
395001,delete,Key-Based Authentication at the Physical Layer,"""Creator: Perazzone, Jake B. - Lehigh University, Creator: Blum, Ricky S. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/key-based-0,,,,,,,,,,,,,,,,,,,
4822,keep,Key-Based Authentication at the Physical Layer,"""Creator: Perazzone, Jake Bailey, Thesis advisor: Blum, Rick S.""",2020-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/key-based,,,,,,,,,,,,,,,,,,,
394903,delete,Kinetics of Turnover of Actin and Regulators in Motile Cells,"""Creator: McMillen, Laura M. - Lehigh University, Creator: Vavylonis, Dimitrios - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/kinetics-3,,,,,,,,,,,,,,,,,,,
4699,keep,Kinetics of Turnover of Actin and Regulators in Motile Cells,"""Creator: McMillen, Laura Marie, Thesis advisor: Vavylonis, Dimitrios ; Gunton, James D. ; Hickman, A. Peet ; Jagota, Anand ; Ou-Yang, H. Daniel""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/kinetics-1,,,,,,,,,,,,,,,,,,,
394846,delete,Koopman Operator Based Numerical Methods and Neural Network Based Models for Differential Equations,"""Creator: Li, Bian - Lehigh University, Creator: Yang, Xiu - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/koopman-0,,,,,,,,,,,,,,,,,,,
7211,keep,Koopman Operator Based Numerical Methods and Neural Network Based Models for Differential Equations,"""Creator: Li, Bian, Thesis advisor: Yang, Xiu""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/koopman-operator,,,,,,,,,,,,,,,,,,,
3737,keep,K-Triviality and Computable Measures,"""Creator: Franczak, William Joseph, Thesis advisor: Stanley, Lee J.""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/k-triviality,,,,,,,,,,,,,,,,,,,
394557,delete,K-Triviality and Computable Measures,"""Creator: Franczak, William J. - Lehigh University, Creator: Stanley, Lee J. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/k-triviality-0,,,,,,,,,,,,,,,,,,,
394303,delete,Labor Market and Outreach Effects of Medicaid Expansion Under the Affordable Care Act,"""Creator: Aslim, Erkmen Giray - Lehigh University, Creator: Chou, Shin-Yi - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/labor-market-1,,,,,,,,,,,,,,,,,,,
6448,keep,Labor Market and Outreach Effects of Medicaid Expansion Under the Affordable Care Act,"""Creator: Aslim, Erkmen Giray, Thesis advisor: Chou, Shin-Yi""",2018-04,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/labor-market-0,,,,,,,,,,,,,,,,,,,
1733,keep,Landmark-based Distributed Topological Mapping and Navigation in GPS-denied Urban Environments Using Teams of Low-cost Robots,"""Creator: Teymouri, Mohammad Saleh, Thesis advisor: Bhattacharya, Subhrajit, Thesis advisor: Banerjee, Arindam""",8/12/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/landmark-based,,,,,,,,,,,,,,,,,,,
428144,delete,Landmark-based Distributed Topological Mapping and Navigation in GPS-denied Urban Environments Using Teams of Low-cost Robots,"""Creator: Teymouri, Mohammad Saleh - Lehigh University, Creator: Bhattacharya, Subhrajit - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/landmark-based-2,,,,,,,,,,,,,,,,,,,
395326,delete,Language Level Support for Persistent Memory,"""Creator: Zardoshti, Pantea - Lehigh University, Creator: Spear, Michael - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/language-level-0,,,,,,,,,,,,,,,,,,,
5289,keep,Language Level Support for Persistent Memory,"""Creator: Zardoshti, Pantea, Thesis advisor: Spear, Michael""",2021-03,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/language-level,,,,,,,,,,,,,,,,,,,
394471,delete,Large eddy simulations of ventilated micro-hydrokinetic turbine and pump-turbines,"""Creator: DASKIRAN, COSAN - Lehigh University, Creator: Oztekin, Alparslan - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/large-eddy-0,,,,,,,,,,,,,,,,,,,
6218,keep,Large eddy simulations of ventilated micro-hydrokinetic turbine and pump-turbines,"""Creator: Daskiran, Cosan, Thesis advisor: Öztekin, Alparslan""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/large-eddy,,,,,,,,,,,,,,,,,,,
394742,delete,Large-Scale Real-Time Hybrid Simulation of Reinforced Concrete Structures,"""Creator: Kazemi Bidokhti, Karim - Lehigh University, Creator: Ricles, James - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/large-scale-0,,,,,,,,,,,,,,,,,,,
5036,keep,Large-Scale Real-Time Hybrid Simulation of Reinforced Concrete Structures,"""Creator: Kazemi Bidokhti, Karim, Thesis advisor: Ricles, James M. ; Pakzad, Shamim N. ; Wilson, John L. ; Kurama, Yahya""",2016-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/large-scale-real,,,,,,,,,,,,,,,,,,,
2783,keep,Late Holocene History and Environmental Controls of Distichia muscoides Dominated Peatlands in the Eastern Colombian Andes,"""Creator: Benfield, Adam J, Thesis advisor: Yu, Zicheng I.""",5/1/2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/late-holocene,,,,,,,,,,,,,,,,,,,
394337,delete,Late Holocene History and Environmental Controls of Distichia muscoides Dominated Peatlands in the Eastern Colombian Andes,"""Creator: Benfield, Adam J. - Lehigh University, Creator: Yu, Zicheng - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/late-holocene-1,,,,,,,,,,,,,,,,,,,
394853,delete,Leader-based Multi-Agent Systems,"""Creator: Loikits, Daniel J. - Lehigh University, Creator: Motee, Nader - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leader-based-0,,,,,,,,,,,,,,,,,,,
4857,keep,Leader-based Multi-Agent Systems,"""Creator: Loikits, Daniel J., Thesis advisor: Motee, Nader""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leader-based,,,,,,,,,,,,,,,,,,,
2180,keep,Leading the Process of Within-District Integration: A Constructivist Grounded Theory Approach,"""Creator: Leh, Krista Elise, Thesis advisor: Beachum, Floyd D.""",8/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leading-process,,,,,,,,,,,,,,,,,,,
394809,delete,Leading the Process of Within-District Integration: A Constructivist Grounded Theory Approach,"""Creator: Leh, Krista E. - Lehigh University, Creator: Beachum, Floyd D. - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leading-0,,,,,,,,,,,,,,,,,,,
395296,delete,Learning about Sequence-Dependent DNA/Single-Wall Carbon Nanotube Hybrids,"""Creator: Yang, Yoona - Lehigh University, Creator: Jagota, Anand - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-about-0,,,,,,,,,,,,,,,,,,,
6359,keep,Learning about Sequence-Dependent DNA/Single-Wall Carbon Nanotube Hybrids,"""Creator: Yang, Yoona, Thesis advisor: Jagota, Anand""",2019-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-about,,,,,,,,,,,,,,,,,,,
395317,delete,Learning Hierarchical Knowledge: Formal Grammar Analysis and Task Modifiers,"""Creator: Yuan, Weihang - Lehigh University, Creator: He, Lifang - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-9,,,,,,,,,,,,,,,,,,,
7228,keep,Learning Hierarchical Knowledge: Formal Grammar Analysis and Task Modifiers,"""Creator: Yuan, Weihang, Thesis advisor: He, Lifang""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-3,,,,,,,,,,,,,,,,,,,
394604,delete,Learning Hierarchical Task Networks Using Semantic Word Embeddings,"""Creator: Gopalakrishnan, Sriram - Lehigh University, Creator: Munoz-Avila, Hector - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-8,,,,,,,,,,,,,,,,,,,
4141,keep,Learning Hierarchical Task Networks Using Semantic Word Embeddings,"""Creator: Gopalakrishnan, Sriram, Thesis advisor: Muñoz-Avila, Héctor""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-0,,,,,,,,,,,,,,,,,,,
394546,delete,Learning Planning Knowledge in Structured Domains with Numeric Fluents,"""Creator: Fine-Morris, Morgan - Lehigh University, Creator: Heflin, Jeff - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-7,,,,,,,,,,,,,,,,,,,
7223,keep,Learning Planning Knowledge in Structured Domains with Numeric Fluents,"""Creator: Fine-Morris, Morgan, Thesis advisor: Heflin, Jeff""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/learning-2,,,,,,,,,,,,,,,,,,,
394872,delete,Letters to Ourselves: Literary Representations of Intersectional Resistance and Radicalizing Collective Healing,"""Creator: Martinez, Brenda - Lehigh University, Creator: Peterson, James B. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/letters-0,,,,,,,,,,,,,,,,,,,
6339,keep,Letters to Ourselves: Literary Representations of Intersectional Resistance and Radicalizing Collective Healing,"""Creator: Martinez, Brenda, Thesis advisor: Peterson, James B.""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/letters,,,,,,,,,,,,,,,,,,,
395182,delete,Leveraging Dataset Content in Neural Models for Search and Curation,"""Creator: Trabelsi, Mohamed - Lehigh University, Creator: Heflin, Jeff - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leveraging-2,,,,,,,,,,,,,,,,,,,
4324,keep,Leveraging Dataset Content in Neural Models for Search and Curation,"""Creator: Trabelsi, Mohamed, Thesis advisor: Heflin, Jeff""",6/12/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leveraging-0,,,,,,,,,,,,,,,,,,,
3603,keep,Leveraging Structural Flexibility to Predict Protein Function,"""Creator: Guo, Ziyi, Thesis advisor: Chen, Brian Y.""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leveraging,,,,,,,,,,,,,,,,,,,
394629,delete,Leveraging Structural Flexibility to Predict Protein Function,"""Creator: Guo, Ziyi - Lehigh University, Creator: Chen, Brian - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/leveraging-1,,,,,,,,,,,,,,,,,,,
395318,delete,Life-Cycle Environmental Assessment Of A1010 And Carbon Steel Girder Bridges,"""Creator: Yuan, Cheng . - Lehigh University, Creator: Frangopol, Dan M. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/life-cycle-1,,,,,,,,,,,,,,,,,,,
3960,keep,Life-Cycle Environmental Assessment Of A1010 And Carbon Steel Girder Bridges,"""Creator: Yuan, Cheng, Thesis advisor: Frangopol, Dan M.""",2019-12,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/life-cycle,,,,,,,,,,,,,,,,,,,
394538,delete,Ligand activation mechanisms of Transient Receptor Potential ion channels,"""Creator: Feng, Shasha - Lehigh University, Creator: Im, Wonpil - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ligand-0,,,,,,,,,,,,,,,,,,,
7237,keep,Ligand activation mechanisms of Transient Receptor Potential ion channels,"""Creator: Feng, Shasha, Thesis advisor: Im, Wonpil""",7/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ligand,,,,,,,,,,,,,,,,,,,
3590,keep,Liminal Desire and the Eunuch in Shakespeare's Twelfth Night,"""Creator: Butler, Nadia, Thesis advisor: Weissbourd, Emily""",5/5/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/liminal-desire,,,,,,,,,,,,,,,,,,,
394380,delete,Liminal Desire and the Eunuch in Shakespeare's Twelfth Night,"""Creator: Butler, Nadia - Lehigh University, Creator: Weissbourd, Emily - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/liminal-desire-0,,,,,,,,,,,,,,,,,,,
1915,keep,Limited Memory Steepest Descent Methods for Nonlinear Optimization,"""Creator: Guo, Wei, Thesis advisor: Curtis, Frank E. ; Dai, Yu-Hong ; Robinson, Daniel P. ; Scheinberg, Katya ; Takáč, Martin""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/limited-memory,,,,,,,,,,,,,,,,,,,
394628,delete,Limited Memory Steepest Descent Methods for Nonlinear Optimization,"""Creator: Guo, Wei - Lehigh University, Creator: Curtis, Frank E. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/limited-memory-0,,,,,,,,,,,,,,,,,,,
394917,delete,Links Between Principal Intercultural Competency and Teacher Trust in EARCOS International Schools,"""Creator: Mockrish, Theodore - Lehigh University, Creator: White, George - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/links-between-1,,,,,,,,,,,,,,,,,,,
4232,keep,Links Between Principal Intercultural Competency and Teacher Trust in EARCOS International Schools,"""Creator: Mockrish, Theodore, Thesis advisor: White, George P. ; Eng, Sothy ; Hammond, Thomas ; Sutherland, Ian""",2016-11,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/links-between,,,,,,,,,,,,,,,,,,,
